page_id,year,month,rank,title,edits
3380439,2001,10,1,Embarcadero Delphi,3
6608,2001,10,2,Wielkie twierdzenie Fermata,3
10,2001,10,3,Arytmetyka,2
752,2001,10,4,Czworokąt,2
3274,2001,10,5,Linia łamana,2
5138,2001,10,6,Reakcja chemiczna,2
6606,2001,10,7,Wielokąt,2
13,2001,10,8,ActiveX,1
8,2001,10,9,Aksjomat,1
44832,2001,10,10,Aminokwasy,1
750,2001,10,11,Chemia fizyczna,1
1103,2001,10,12,Dwustronna edycja,1
1513,2001,10,13,Fermat,1
1710,2001,10,14,Granica ciągu,1
1711,2001,10,15,Grupa funkcyjna,1
2449,2001,10,16,Jon,1
2776,2001,10,17,Komponent (informatyka),1
2775,2001,10,18,Kwadrat (ujednoznacznienie),1
3272,2001,10,19,Liczby pierwsze,1
3549,2001,10,20,Masa cząsteczkowa polimerów,1
4474,2001,10,21,Pojęcie pierwotne,1
4477,2001,10,22,Polimeryzacja,1
4473,2001,10,23,Postulat,1
5422,2001,10,24,Symbolika chemiczna,1
6081,2001,10,25,Turbo Pascal,1
6607,2001,10,26,Wielobok,1
6570,2001,10,27,Wolny rodnik,1
4224,2001,11,1,Odmiana pisma,6
1515,2001,11,2,Funkcja zdaniowa,5
3380439,2001,11,3,Embarcadero Delphi,4
1525,2001,11,4,Flauta,4
1713,2001,11,5,S/y Grażyna,4
473,2001,11,6,Barwy chromatyczne,3
474,2001,11,7,Barwy złożone,3
758,2001,11,8,Cele powstania Wikipedii,3
781,2001,11,9,Celuloza,3
1524,2001,11,10,Ciało krystaliczne,3
770,2001,11,11,Ciekły kryształ,3
1522,2001,11,12,Faza gazowa,3
2783,2001,11,13,Kwantyfikator,3
4496,2001,11,14,Para uporządkowana,3
4505,2001,11,15,Przylądek Dobrej Nadziei,3
5457,2001,11,16,Systemy liczbowe,3
5459,2001,11,17,Szrafowanie,3
6094,2001,11,18,Trucizna,3
6085,2001,11,19,Twierdzenie przeciwstawne,3
6633,2001,11,20,Wina francuskie,3
2018,2001,11,21,1957 w informatyce,2
44832,2001,11,22,Aminokwasy,2
16,2001,11,23,Association for Computing Machinery,2
491,2001,11,24,Barwa czarna,2
472,2001,11,25,Barwy achromatyczne,2
480,2001,11,26,Buchtowanie,2
750,2001,11,27,Chemia fizyczna,2
772,2001,11,28,Ciało stałe,2
773,2001,11,29,Ciecz,2
777,2001,11,30,Cydr,2
776,2001,11,31,Cyfra,2
1112,2001,11,32,Destylacja,2
1109,2001,11,33,Dowodzenie (logika),2
1529,2001,11,34,Fermentacja,2
1516,2001,11,35,Forma zdaniowa,2
1716,2001,11,36,Gaz,2
2308,2001,11,37,Izomeria,2
2310,2001,11,38,Izotopy,2
1527,2001,11,39,Jean-François de La Pérouse,2
2797,2001,11,40,Kryształ (ujednoznacznienie),2
3284,2001,11,41,Ligatura (pismo),2
3546,2001,11,42,Masa cząsteczkowa,2
780,2001,11,43,Miejsce aktywne,2
4529,2001,11,44,Parki Narodowe w Polsce,2
4527,2001,11,45,Poliestry,2
4522,2001,11,46,Przedgórze Sudeckie,2
4514,2001,11,47,Płyn,2
1484140,2001,11,48,STS Lwów,2
5427,2001,11,49,Stan,2
5449,2001,11,50,Stan skupienia materii,2
5442,2001,11,51,Stereochemia,2
5463,2001,11,52,Szampan,2
6092,2001,11,53,Toksyczność,2
6083,2001,11,54,Twierdzenie przeciwne,2
6632,2001,11,55,Wieszcz,2
7221,2001,11,56,1795,1
2016,2001,11,57,1947 w informatyce,1
2012,2001,11,58,1971 w informatyce,1
20,2001,11,59,Abisynia,1
28,2001,11,60,Abstract Syntax Notation One,1
32,2001,11,61,Agatha Christie,1
19,2001,11,62,Aksjomat indukcji,1
22,2001,11,63,Alkiny,1
24,2001,11,64,Alkohole,1
33,2001,11,65,Allel,1
21,2001,11,66,Alleny,1
18,2001,11,67,Alternatywa,1
40,2001,11,68,Aminy,1
34,2001,11,69,Anatole France,1
10,2001,11,70,Arytmetyka,1
490,2001,11,71,Barwy dopełniające,1
489,2001,11,72,Barwy podstawowe,1
471,2001,11,73,Barwy proste,1
44836,2001,11,74,Białka,1
44840,2001,11,75,Biochemia,1
475,2001,11,76,Bryt,1
479,2001,11,77,Buchta (żegluga),1
778,2001,11,78,Calvados (napój alkoholowy),1
765,2001,11,79,Chemia analityczna,1
749,2001,11,80,Chemia organiczna,1
782,2001,11,81,Chemia supramolekularna,1
766,2001,11,82,Chemiczna analiza strukturalna,1
767,2001,11,83,Chromatografia,1
769,2001,11,84,Cutty Sark,1
771,2001,11,85,Cytochromy,1
779,2001,11,86,Czeski błąd,1
1115,2001,11,87,Dehydroepiandrosteron,1
1119,2001,11,88,Dendrymery,1
1111,2001,11,89,Dieny,1
3268,2001,11,90,Dietyloamid kwasu lizergowego,1
1108,2001,11,91,Dobra (ekonomia),1
1118,2001,11,92,Doskład,1
1113,2001,11,93,Dryfkotwa,1
1117,2001,11,94,Dysocjacja elektrolityczna,1
1110,2001,11,95,Dziedzina formy zdaniowej,1
1116,2001,11,96,Dżonka,1
1334,2001,11,97,Ekson,1
1333,2001,11,98,Elektrofil,1
1807635,2001,11,99,Enancjomery,1
1340,2001,11,100,Era geologiczna,1
2818,2001,12,1,Kernel,15
4021,2001,12,2,Netscape,15
1734,2001,12,3,Gameta,10
6610,2001,12,4,Wielozadaniowość,6
2773,2001,12,5,Krój pisma,5
5161,2001,12,6,Różniczka,5
44,2001,12,7,Algebra,4
1343,2001,12,8,Endoskopia,3
3580,2001,12,9,Metal,3
4224,2001,12,10,Odmiana pisma,3
4535,2001,12,11,Pochodna funkcji,3
5514,2001,12,12,Sinus,3
6640,2001,12,13,Wielobieżność,3
1341,2001,12,14,Ekstrakcja,2
2821,2001,12,15,Katalog,2
2812,2001,12,16,Krystalizacja,2
3289,2001,12,17,Liczba,2
3571,2001,12,18,Martwa fala,2
3583,2001,12,19,Medycyna oparta na faktach,2
4024,2001,12,20,Netscape Navigator,2
5164,2001,12,21,Raster Image Processor,2
6104,2001,12,22,Trygonometria,2
6103,2001,12,23,Trzustka człowieka,2
6637,2001,12,24,Województwa,2
2019,2001,12,25,1958 w informatyce,1
20,2001,12,26,Abisynia,1
42,2001,12,27,Aceton,1
31,2001,12,28,Aldehydy,1
15,2001,12,29,AmigaOS,1
39,2001,12,30,Andrzejewo (województwo mazowieckie),1
3177910,2001,12,31,Astma oskrzelowa,1
50,2001,12,32,AtheOS,1
7,2001,12,33,Atom,1
45,2001,12,34,Atomistyka,1
469,2001,12,35,BeOS,1
492,2001,12,36,Benzoesan sodu,1
755,2001,12,37,CD-ROM,1
757,2001,12,38,CPAN,1
765,2001,12,39,Chemia analityczna,1
783,2001,12,40,Chinina,1
751,2001,12,41,Czcionka,1
785,2001,12,42,Częstochowa,1
1119,2001,12,43,Dendrymery,1
1120,2001,12,44,Dioksyny,1
1107,2001,12,45,Dobro,1
1121,2001,12,46,Dowód (matematyka),1
1113,2001,12,47,Dryfkotwa,1
1332,2001,12,48,Etery,1
1344,2001,12,49,Euklides,1
1730,2001,12,50,Góra (ujednoznacznienie),1
1729,2001,12,51,Helowce,1
2069,2001,12,52,Heroina,1
2314,2001,12,53,Izomery geometryczne,1
2463,2001,12,54,Jasna Góra,1
2765,2001,12,55,Kardiochirurgia,1
2808,2001,12,56,Kofeina,1
2810,2001,12,57,Kokaina,1
1807676,2001,12,58,Kwas acetylosalicylowy,1
2816,2001,12,59,Kwas o-hydroksybenzoesowy,1
2811,2001,12,60,Kwas szczawiowy,1
2788,2001,12,61,Kwasy,1
5471,2001,12,62,Lista najjaśniejszych gwiazd według jasności wizualnej,1
3587,2001,12,63,Morgan (rasa koni),1
3586,2001,12,64,Mozilla,1
4013,2001,12,65,Nagroda Turinga,1
4023,2001,12,66,Netscape Communications,1
4025,2001,12,67,Netscape Communicator,1
4020,2001,12,68,Niemetal,1
4480,2001,12,69,PhotoCD,1
4492,2001,12,70,Plik danych,1
4527,2001,12,71,Poliestry,1
4497,2001,12,72,Polimery,1
4534,2001,12,73,Polisiloksany,1
49,2001,12,74,Polonezköy,1
522093,2001,12,75,Prepress-press-postpress,1
1536,2001,12,76,Protokół transferu plików,1
4538,2001,12,77,Przeglądarka internetowa,1
4536,2001,12,78,Półmetale,1
5150,2001,12,79,RAM,1
5162,2001,12,80,Rodniki,1
5512,2001,12,81,Scyntylator,1
5433,2001,12,82,Serwer internetowy,1
5508,2001,12,83,Silikony,1
5424,2001,12,84,Sito Eratostenesa,1
5510,2001,12,85,Spirytus salicylowy,1
5443,2001,12,86,Stechiometria,1
5509,2001,12,87,Sublimacja,1
5511,2001,12,88,Substancje barwiące,1
6105,2001,12,89,Tales z Miletu,1
6096,2001,12,90,Tebaina,1
6100,2001,12,91,Teina,1
6099,2001,12,92,Teobromina,1
6097,2001,12,93,Teofilina,1
6101,2001,12,94,Tlenki,1
6613,2001,12,95,Wieloprocesowość,1
6611,2001,12,96,Wielowątkowość,1
6623,2001,12,97,Wisława Szymborska,1
6609,2001,12,98,Węglowodory,1
6639,2001,12,99,Węgrzce (województwo małopolskie),1
7064,2001,12,100,Zawisza Czarny (1961),1
1807618,2002,1,1,Ayumi Hamasaki,11
806,2002,1,2,Chemiczna analiza jakościowa związków nieorganicznych,8
4544,2002,1,3,Piaski,8
4594,2002,1,4,Ppb,8
2078,2002,1,5,HTTPS,7
3605,2002,1,6,Miles Davis,7
5556,2002,1,7,Spółgłoska tylnojęzykowa,6
6109,2002,1,8,Termodynamika,6
810,2002,1,9,Chemia nieorganiczna,5
4550,2002,1,10,Pierścienice,5
477,2002,1,11,Bajt (ujednoznacznienie),4
1834843,2002,1,12,RPM Package Manager,4
5175,2002,1,13,Równanie Clapeyrona (stan gazu doskonałego),4
6695,2002,1,14,Współczynnik kwasowości,4
791,2002,1,15,Całka Riemanna,3
803,2002,1,16,Chojnów,3
2828,2002,1,17,Kelwin,3
2835,2002,1,18,Kosz dziobowy,3
5554,2002,1,19,Sztormreling,3
5564,2002,1,20,Sód,3
52,2002,1,21,AIX,2
70,2002,1,22,AMP,2
53,2002,1,23,Aparat Golgiego,2
1125,2002,1,24,Bezpośredni dostęp do pamięci,2
505,2002,1,25,Buddyzm,2
792,2002,1,26,Caml,2
798,2002,1,27,Ciepło właściwe,2
805,2002,1,28,Ciśnienie,2
1348,2002,1,29,Energia wewnętrzna,2
1542,2002,1,30,Funkcja stanu,2
1738,2002,1,31,GNU/Linux,2
1740,2002,1,32,Goszcz,2
2073,2002,1,33,HPUX,2
2074,2002,1,34,Home internet Solution,2
2326,2002,1,35,IPv6,2
2309,2002,1,36,Izomeria strukturalna,2
2844,2002,1,37,Kryształ doskonały,2
3299,2002,1,38,Liczba atomowa,2
3593,2002,1,39,Mandrake,2
3602,2002,1,40,Metoda porównawcza (językoznawstwo),2
4231,2002,1,41,Original Chip Set,2
184575,2002,1,42,Orzęski,2
4549,2002,1,43,Permutacja,2
4568,2002,1,44,Polskie seriale telewizyjne,2
4561,2002,1,45,Przemiany adiabatyczne,2
4563,2002,1,46,Przemiany izobaryczne,2
4564,2002,1,47,Przemiany izochoryczne,2
5154,2002,1,48,Reling,2
5514,2002,1,49,Sinus,2
5566,2002,1,50,Stan termodynamiczny,2
5568,2002,1,51,Stężenie molowe,2
6106,2002,1,52,Tcl (język programowania),2
6110,2002,1,53,Temperatura,2
6114,2002,1,54,Trzecia zasada termodynamiki,2
6108,2002,1,55,Twardogóra,2
6430,2002,1,56,Układ termodynamicznie otwarty,2
6429,2002,1,57,Układ termodynamicznie zamknięty,2
6428,2002,1,58,Układ termodynamiczny,2
6646,2002,1,59,Wariacja,2
5557,2002,1,60,Wieloprocesorowość symetryczna,2
6650,2002,1,61,Wieloszczety,2
6653,2002,1,62,Wymiana cieplna,2
6565,2002,1,63,Wąglik,2
2026,2002,1,64,1969 w informatyce,1
2027,2002,1,65,1972 w informatyce,1
2028,2002,1,66,1975 w informatyce,1
7237,2002,1,67,4.2BSD,1
7235,2002,1,68,68000,1
55,2002,1,69,Adobe Photoshop,1
65,2002,1,70,Amedeo Avogadro,1
58,2002,1,71,Amiga,1
26,2002,1,72,Anarchia,1
1461434,2002,1,73,Apikompleksy,1
73,2002,1,74,Apla,1
3591,2002,1,75,Architektura MIPS,1
64,2002,1,76,Azot,1
500,2002,1,77,Belgia,1
7081,2002,1,78,Biologiczne znaczenie pierwiastków,1
476,2002,1,79,Bit,1
464,2002,1,80,Bolesław Krzywousty,1
511,2002,1,81,Bonsai,1
504,2002,1,82,Bor,1
502,2002,1,83,Bułgaria,1
510,2002,1,84,Błona komórkowa,1
793,2002,1,85,COBOL,1
790,2002,1,86,Całka Newtona-Leibniza,1
788,2002,1,87,Całka nieoznaczona,1
794,2002,1,88,Chile,1
807,2002,1,89,Chlorki,1
799,2002,1,90,Ciepło,1
809,2002,1,91,Computer to film,1
779,2002,1,92,Czeski błąd,1
1128,2002,1,93,Doktryna,1
2327,2002,1,94,Dostawca usług internetowych,1
1131,2002,1,95,Druga zasada termodynamiki,1
1122,2002,1,96,Dystrybucja Linuksa,1
1130,2002,1,97,Dywan Sierpińskiego,1
1126,2002,1,98,Dżul,1
1357,2002,1,99,Edward Osborne Wilson,1
1353,2002,1,100,Energia swobodna Helmholtza,1
2086,2002,2,1,Heinz Guderian,10
83,2002,2,2,Aleksander Orłowski (ujednoznacznienie),7
44909,2002,2,3,Volkssturm,7
7090,2002,2,4,Zięby Darwina,7
1138,2002,2,5,Dywiz,6
1139,2002,2,6,Dębik ośmiopłatkowy,6
2851,2002,2,7,Kompresja danych,6
6741,2002,2,8,Starorobociański Wierch,6
5589,2002,2,9,Szarotka,6
7085,2002,2,10,Zachary Taylor,6
517,2002,2,11,Bernard Law Montgomery,5
1552,2002,2,12,Flisz (geologia),5
1764,2002,2,13,Groty Mechowskie,5
3320,2002,2,14,Linia Zygfryda,5
4235,2002,2,15,Oprogramowanie systemowe,5
5577,2002,2,16,Szpigiel,5
6127,2002,2,17,Towarzystwo Ochrony Tatr Polskich,5
6706,2002,2,18,Wilhelm Keitel,5
6704,2002,2,19,Władysław Jarocki,5
516,2002,2,20,Barwa biała,4
464,2002,2,21,Bolesław Krzywousty,4
2094,2002,2,22,Humphrey Bogart,4
2330,2002,2,23,Iglice,4
2877,2002,2,24,Karpaty Zachodnie,4
3323,2002,2,25,Lestko,4
3608,2002,2,26,Magnez,4
3623,2002,2,27,Mięczaki,4
4604,2002,2,28,Pakt trzech,4
4599,2002,2,29,Programista,4
5190,2002,2,30,Reichswehra,4
6128,2002,2,31,Tatry Bielskie,4
6126,2002,2,32,Tatry Wysokie,4
6124,2002,2,33,Tatrzański Park Narodowy (Polska),4
6734,2002,2,34,Wejherowie herbu Skarzyna,4
523,2002,2,35,Babia Góra,3
529,2002,2,36,Beskidy Zachodnie,3
527,2002,2,37,Bieszczady,3
7081,2002,2,38,Biologiczne znaczenie pierwiastków,3
818,2002,2,39,CSS,3
5588,2002,2,40,Consumer Broadband and Digital Television Promotion Act,3
1136,2002,2,41,Digital Millennium Copyright Act,3
1333,2002,2,42,Elektrofil,3
2336,2002,2,43,Ingrid Bergman,3
2879,2002,2,44,Kosodrzewina,3
3609,2002,2,45,Maszt,3
3625,2002,2,46,Mechowo (województwo pomorskie),3
44903,2002,2,47,Niżne Tatry,3
4247,2002,2,48,Orville Wright,3
4608,2002,2,49,Paleobiologia,3
4607,2002,2,50,Paleontologia,3
1714,2002,2,51,STS Generał Zaruski,3
5581,2002,2,52,Siarka,3
7361,2002,2,53,Żelazo (ujednoznacznienie),3
81,2002,2,54,Achtung – Panzer!,2
76,2002,2,55,Alfred Jodl,2
84,2002,2,56,American National Standards Institute,2
75,2002,2,57,Aplikacja (informatyka),2
530,2002,2,58,Bolesław Chrobry (powieść),2
522,2002,2,59,Brom,2
820,2002,2,60,Cascading Style Sheet,2
825,2002,2,61,Chrom,2
813,2002,2,62,Cimabue,2
1135,2002,2,63,Dziwna wojna,2
1362,2002,2,64,Era paleozoiczna,2
1545,2002,2,65,Falki,2
1762,2002,2,66,Geomagnetyzm,2
1753,2002,2,67,Glacjologia,2
2095,2002,2,68,Hawrań,2
2087,2002,2,69,Historia Hiszpanii,2
2096,2002,2,70,Holocen,2
2337,2002,2,71,ITU-T,2
2500,2002,2,72,Johann Lucas von Hildebrandt,2
2490,2002,2,73,Jura,2
2857,2002,2,74,Kreda (okres),2
2834,2002,2,75,Krzysztof Kolumb,2
3321,2002,2,76,Liptów,2
3324,2002,2,77,Luis Buñuel,2
3624,2002,2,78,Mangan,2
1361,2002,2,79,Mezozoik,2
4044,2002,2,80,Niedźwiedź brunatny,2
4236,2002,2,81,Oprogramowanie aplikacyjne,2
4246,2002,2,82,Orawa (region),2
4602,2002,2,83,Perm,2
4616,2002,2,84,Plutarch,2
5585,2002,2,85,Schutzstaffel,2
5517,2002,2,86,Siemowo,2
6129,2002,2,87,Temperatura wrzenia,2
6740,2002,2,88,Wanad,2
6742,2002,2,89,Wartościowość,2
6724,2002,2,90,Wehrmacht,2
6644,2002,2,91,Wewnątrzszkolny system oceniania,2
6725,2002,2,92,Winfield Scott (1786–1866),2
6726,2002,2,93,Wojna amerykańsko-meksykańska,2
6731,2002,2,94,World Wide Web Consortium,2
7355,2002,2,95,Łuszczakowate,2
7349,2002,2,96,1497,1
7350,2002,2,97,1498,1
85,2002,2,98,Abelard,1
32,2002,2,99,Agatha Christie,1
77,2002,2,100,Antonio López de Santa Anna,1
1775,2002,3,1,Gustav Vigeland,14
94,2002,3,2,Alaska (ujednoznacznienie),10
1148,2002,3,3,Delaware,9
1151,2002,3,4,DVD-Video,8
1146,2002,3,5,Dakota Południowa,8
134306,2002,3,6,Park Narodowy Indiana Dunes,8
1147,2002,3,7,Dakota Północna,7
2506,2002,3,8,Janusz Jędrzejewicz,7
4250,2002,3,9,Orogeneza kaledońska,7
6437,2002,3,10,Ukiyo-e,7
833,2002,3,11,Szalony Koń,6
93,2002,3,12,Alabama (ujednoznacznienie),5
1778,2002,3,13,Graficzny interfejs użytkownika,5
2917,2002,3,14,Królestwo Alby,5
4669,2002,3,15,Piaskownica krótkoszyjkowa,5
5201,2002,3,16,Reforma jędrzejowiczowska,5
5608,2002,3,17,Skonfederowane Stany Ameryki,5
6148,2002,3,18,Tektonika płyt,5
129,2002,3,19,Albion,4
534,2002,3,20,Bobrzanie,4
6775,2002,3,21,Gwiazdozbiór Węgielnicy,4
2100,2002,3,22,Helen Keller,4
2346,2002,3,23,Informacja,4
2887,2002,3,24,Kaddo,4
3334,2002,3,25,Lateran,4
3657,2002,3,26,Mezosfera,4
3651,2002,3,27,Mobile,4
4631,2002,3,28,Park Narodowy Yosemite,4
4645,2002,3,29,Plankton,4
5639,2002,3,30,Sekwoja,4
6120,2002,3,31,Trias,4
102,2002,3,32,Alabama (rzeka),3
90,2002,3,33,Amonity,3
75,2002,3,34,Aplikacja (informatyka),3
834,2002,3,35,CD-Audio,3
1378,2002,3,36,Europejski Bank Centralny,3
1557,2002,3,37,Funkcja holomorficzna,3
4677,2002,3,38,Gwiazdozbiór Psów Gończych,3
2088,2002,3,39,Historia Teksasu (1519–1846),3
2509,2002,3,40,Juliusz Agrykola,3
2900,2002,3,41,Kansas,3
3343,2002,3,42,Lotniarstwo,3
3324,2002,3,43,Luis Buñuel,3
3643,2002,3,44,Maine,3
2501,2002,3,45,Michigan (jezioro),3
3658,2002,3,46,Mutacje chromosomowe,3
4249,2002,3,47,Orogeneza alpejska,3
5211,2002,3,48,Rozkład prostokątny,3
5631,2002,3,49,Skorupa ziemska,3
5619,2002,3,50,Sobory laterańskie,3
6139,2002,3,51,Taksonomia roślin,3
6119,2002,3,52,Transformata Burrowsa-Wheelera,3
6765,2002,3,53,Walia,3
6628,2002,3,54,Wektor,3
1936985,2002,3,55,Wisła,3
7035,2002,3,56,Yosemite National Park,3
116,2002,3,57,Adaptive Transform Acoustic Coding,2
128,2002,3,58,Alba,2
4,2002,3,59,Alergologia,2
131,2002,3,60,Astenosfera,2
1125,2002,3,61,Bezpośredni dostęp do pamięci,2
530,2002,3,62,Bolesław Chrobry (powieść),2
842,2002,3,63,Cenzura,2
832,2002,3,64,Chester Nimitz,2
827,2002,3,65,Cynk,2
1133,2002,3,66,Dewon,2
1135,2002,3,67,Dziwna wojna,2
1381,2002,3,68,Endogamia,2
1373,2002,3,69,Erik Karlfeldt,2
1344,2002,3,70,Euklides,2
1347,2002,3,71,Euro,2
1559,2002,3,72,Funkcja,2
1760,2002,3,73,Geografia fizyczna,2
1792,2002,3,74,Giewont,2
1788,2002,3,75,Gotowie,2
2349,2002,3,76,Intifada,2
2341,2002,3,77,Iwan Bunin,2
2856,2002,3,78,Kambr,2
2888,2002,3,79,Kodowanie Huffmana,2
3633,2002,3,80,Macierz diagonalna,2
3659,2002,3,81,Matriarchat,2
5637,2002,3,82,Matrylinearny system pokrewieństwa,2
3574,2002,3,83,Mila morska,2
3648,2002,3,84,Missouri (stan),2
2502,2002,3,85,Mulak białoogonowy,2
4063,2002,3,86,Największy wspólny dzielnik,2
4050,2002,3,87,Novell NetWare,2
4053,2002,3,88,Nowy Jork (stan),2
4251,2002,3,89,Open source,2
1163,2002,3,90,Operacja dukielsko-preszowska,2
4248,2002,3,91,Orogeneza,2
4648,2002,3,92,Podprogram,2
4636,2002,3,93,Potęgowanie macierzy,2
4666,2002,3,94,Płaszcz ziemski,2
4667,2002,3,95,Płyta kontynentalna,2
4668,2002,3,96,Płyta oceaniczna,2
5202,2002,3,97,Reforma jędrzejewiczowska,2
5203,2002,3,98,Roger Martin du Gard,2
5217,2002,3,99,Rozkład dwumianowy,2
5214,2002,3,100,Rozkład normalny,2
2352,2002,4,1,II wiek,10
2093,2002,4,2,Szlachta w Polsce,9
550,2002,4,3,Bierzmowanie,7
2354,2002,4,4,IV wiek,7
4066,2002,4,5,Nepomuk,7
6170,2002,4,6,Tycjan,7
1777,2002,4,7,Georgia,6
2128,2002,4,8,Harfa,6
2924,2002,4,9,Kolarstwo,6
3688,2002,4,10,Michaił Tuchaczewski,6
6420,2002,4,11,URL (ujednoznacznienie),6
7104,2002,4,12,Złoty,6
2353,2002,4,13,III wiek,5
7405,2002,4,14,1889,4
1793,2002,4,15,Gestapo,4
2118,2002,4,16,Henryka Beyer,4
2901,2002,4,17,Kolorado (stan),4
3669,2002,4,18,Krater Meteorytowy,4
5662,2002,4,19,Lista stolic państw,4
5665,2002,4,20,Standard ML,4
5664,2002,4,21,Stolica Polski,4
2803611,2002,4,22,Traktat z Maastricht,4
7018,2002,4,23,XFree86,4
161,2002,4,24,AC-3,3
139,2002,4,25,Abolicjonizm,3
149,2002,4,26,Abu Simbel,3
160,2002,4,27,Andreas Vesalius,3
162,2002,4,28,Athene (system operacyjny),3
554,2002,4,29,BITNET,3
553,2002,4,30,Bulletin board system,3
1573,2002,4,31,Fidonet,3
1802,2002,4,32,Galen,3
2922,2002,4,33,Gwiazdozbiór Kompasu,3
2121,2002,4,34,Habsburgowie,3
44864,2002,4,35,John Kennedy,3
2524,2002,4,36,Język skryptowy,3
3356,2002,4,37,Linia Gustawa,3
860,2002,4,38,Piłka rowerowa,3
4690,2002,4,39,Powstanie bokserów,3
904618,2002,4,40,Rekurencja,3
7021,2002,4,41,X11,3
116,2002,4,42,Adaptive Transform Acoustic Coding,2
163,2002,4,43,Adrenalina,2
45,2002,4,44,Atomistyka,2
514,2002,4,45,Bash,2
865,2002,4,46,Chrzest,2
44847,2002,4,47,Cytoplazma,2
1111,2002,4,48,Dieny,2
1391,2002,4,49,Energetyka,2
1572,2002,4,50,FAQ,2
1560,2002,4,51,Floryda (ujednoznacznienie),2
1511,2002,4,52,Font,2
1571,2002,4,53,Fritz Haber,2
1798,2002,4,54,George Washington,2
1815,2002,4,55,Graf,2
1814,2002,4,56,Graf pełny,2
1804,2002,4,57,Guru,2
2110,2002,4,58,Gwiazdozbiór Hydry,2
4679,2002,4,59,Gwiazdozbiór Pucharu,2
1934632,2002,4,60,Hagia Sophia,2
2124,2002,4,61,Harlem (Nowy Jork),2
2362,2002,4,62,IP,2
2351,2002,4,63,Ignacy Daszyński,2
2534,2002,4,64,Juliusz Cezar,2
2953,2002,4,65,Kurt Gödel,2
3681,2002,4,66,Martin Heidegger,2
3668,2002,4,67,Migracja,2
3618,2002,4,68,Mocznik,2
3675,2002,4,69,Myanmar,2
4061,2002,4,70,North Atlantic Treaty Organization,2
1163,2002,4,71,Operacja dukielsko-preszowska,2
4692,2002,4,72,Park Historyczny Góry Kennesaw,2
4680,2002,4,73,Park Narodowy Mesa Verde,2
4699,2002,4,74,Paweł III (papież),2
1550,2002,4,75,Perspektywa pierwszej osoby,2
6122,2002,4,76,Perspektywa trzeciej osoby,2
5651,2002,4,77,Powłoka Bourne’a,2
4687,2002,4,78,Program komputerowy,2
4705,2002,4,79,Protokół,2
1807682,2002,4,80,Ptak Rajski,2
4694,2002,4,81,Puchar Gordona Bennetta (balonowy),2
5215,2002,4,82,Rada Unii Europejskiej,2
5228,2002,4,83,Rower trialowy,2
5242,2002,4,84,Ruter,2
5657,2002,4,85,Sakrament,2
5667,2002,4,86,Serbia i Czarnogóra,2
5445,2002,4,87,Sieć komputerowa,2
5669,2002,4,88,Ssak,2
6144,2002,4,89,Tennessee,2
6167,2002,4,90,Trójkąt,2
6151,2002,4,91,Trójkąt (ujednoznacznienie),2
44906,2002,4,92,Układ Warszawski,2
6445,2002,4,93,Usenet,2
6520,2002,4,94,V wiek,2
44915,2002,4,95,Włochy,2
7403,2002,4,96,1496,1
7210,2002,4,97,1789,1
7226,2002,4,98,1799,1
7472,2002,4,99,1823,1
7473,2002,4,100,1824,1
5673,2002,5,1,Wirtualna Lain,15
7870,2002,5,2,1506,8
5675,2002,5,3,SQL,5
8125,2002,5,4,1693,4
180,2002,5,5,Aleksander Gieysztor,4
3591,2002,5,6,Architektura MIPS,4
50,2002,5,7,AtheOS,4
5464,2002,5,8,Fantastyka naukowa,4
2548,2002,5,9,Jadwiga Korczakowska,4
2536,2002,5,10,Jon Postel,4
5192,2002,5,11,Realizm,4
6623,2002,5,12,Wisława Szymborska,4
7108,2002,5,13,Zez,4
7623,2002,5,14,11 września,3
7962,2002,5,15,1716,3
7399,2002,5,16,1886,3
184,2002,5,17,Alan Cox (informatyk),3
871,2002,5,18,CISC,3
1566,2002,5,19,Frank Lloyd Wright,3
2542,2002,5,20,Juan Ramón Jiménez,3
57221,2002,5,21,Jōyō kanji-hyō,3
3701,2002,5,22,MC68020,3
4068,2002,5,23,Nazewnictwo,3
4718,2002,5,24,PCRE,3
4689,2002,5,25,Październik,3
5247,2002,5,26,RISC,3
6791,2002,5,27,William Gibson,3
6788,2002,5,28,Wyobraźnia,3
7514,2002,5,29,1202,2
7515,2002,5,30,1444,2
7866,2002,5,31,1502,2
7868,2002,5,32,1504,2
7869,2002,5,33,1505,2
7872,2002,5,34,1508,2
7879,2002,5,35,1516,2
7516,2002,5,36,1576,2
7513,2002,5,37,1582,2
7223,2002,5,38,1627,2
7977,2002,5,39,1701,2
7928,2002,5,40,1751,2
7924,2002,5,41,1755,2
7919,2002,5,42,1761,2
7221,2002,5,43,1795,2
7497,2002,5,44,1839,2
7330,2002,5,45,1988,2
7433,2002,5,46,1 stycznia,2
7839,2002,5,47,24 lutego,2
7719,2002,5,48,25 grudnia,2
7752,2002,5,49,26 maja,2
7860,2002,5,50,30 stycznia,2
7588,2002,5,51,31 sierpnia,2
7770,2002,5,52,4 kwietnia,2
7795,2002,5,53,8 marca,2
183,2002,5,54,AND,2
173,2002,5,55,Akronim,2
3692,2002,5,56,Akryl (malarstwo),2
177,2002,5,57,Asembler x86,2
3362,2002,5,58,Biblioteka standardowa języka C,2
558,2002,5,59,Blender (program),2
